now=,1.00,s,speed=,129.34,MB/s,130404.1,iops size=,129.3,MB,average=,129.34,MB/s,130404.1,l0 flush:,20.431,MB/s,l0 l1 compaction:,20.431,MB/s
now=,2.00,s,speed=,97.08,MB/s,97883.4,iops size=,226.4,MB,average=,113.21,MB/s,114143.8,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,3.00,s,speed=,88.60,MB/s,89329.8,iops size=,315.0,MB,average=,105.01,MB/s,105872.4,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,4.00,s,speed=,82.76,MB/s,83443.9,iops size=,397.8,MB,average=,99.45,MB/s,100265.3,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,5.00,s,speed=,78.85,MB/s,79500.6,iops size=,476.6,MB,average=,95.33,MB/s,96112.4,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,6.00,s,speed=,75.77,MB/s,76399.5,iops size=,552.4,MB,average=,92.07,MB/s,92826.9,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,7.00,s,speed=,73.81,MB/s,74419.5,iops size=,626.2,MB,average=,89.46,MB/s,90197.3,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,8.00,s,speed=,72.27,MB/s,72867.6,iops size=,698.5,MB,average=,87.31,MB/s,88031.1,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,9.00,s,speed=,70.79,MB/s,71374.4,iops size=,769.3,MB,average=,85.48,MB/s,86180.3,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,10.00,s,speed=,69.69,MB/s,70262.5,iops size=,839.0,MB,average=,83.90,MB/s,84588.5,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,11.00,s,speed=,68.69,MB/s,69260.8,iops size=,907.7,MB,average=,82.51,MB/s,83195.1,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,12.00,s,speed=,67.77,MB/s,68328.7,iops size=,975.4,MB,average=,81.29,MB/s,81956.2,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,13.00,s,speed=,66.72,MB/s,67271.7,iops size=,1042.2,MB,average=,80.17,MB/s,80826.6,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,14.00,s,speed=,65.89,MB/s,66428.5,iops size=,1108.0,MB,average=,79.15,MB/s,79798.2,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,15.00,s,speed=,65.22,MB/s,65760.6,iops size=,1173.3,MB,average=,78.22,MB/s,78862.4,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,16.00,s,speed=,64.63,MB/s,65167.0,iops size=,1237.9,MB,average=,77.37,MB/s,78006.4,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,17.00,s,speed=,64.01,MB/s,64541.2,iops size=,1301.9,MB,average=,76.58,MB/s,77214.3,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,18.00,s,speed=,63.42,MB/s,63945.5,iops size=,1365.3,MB,average=,75.85,MB/s,76477.2,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,19.00,s,speed=,63.09,MB/s,63613.1,iops size=,1428.4,MB,average=,75.18,MB/s,75800.1,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,20.00,s,speed=,62.51,MB/s,63028.8,iops size=,1491.0,MB,average=,74.55,MB/s,75161.5,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,21.00,s,speed=,61.94,MB/s,62450.4,iops size=,1552.9,MB,average=,73.95,MB/s,74556.3,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,22.00,s,speed=,61.48,MB/s,61984.6,iops size=,1614.4,MB,average=,73.38,MB/s,73984.8,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,23.00,s,speed=,61.16,MB/s,61667.3,iops size=,1675.5,MB,average=,72.85,MB/s,73449.3,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,24.00,s,speed=,60.70,MB/s,61198.6,iops size=,1736.2,MB,average=,72.34,MB/s,72938.8,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,25.00,s,speed=,60.41,MB/s,60903.6,iops size=,1796.6,MB,average=,71.86,MB/s,72457.4,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,26.00,s,speed=,60.08,MB/s,60574.2,iops size=,1856.7,MB,average=,71.41,MB/s,72000.4,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,27.00,s,speed=,59.84,MB/s,60332.6,iops size=,1916.6,MB,average=,70.98,MB/s,71568.2,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,28.00,s,speed=,59.41,MB/s,59899.8,iops size=,1976.0,MB,average=,70.57,MB/s,71151.5,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,29.00,s,speed=,59.28,MB/s,59771.8,iops size=,2035.2,MB,average=,70.18,MB/s,70759.1,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,30.00,s,speed=,58.88,MB/s,59364.7,iops size=,2094.1,MB,average=,69.80,MB/s,70379.3,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,31.00,s,speed=,58.59,MB/s,59071.4,iops size=,2152.7,MB,average=,69.44,MB/s,70014.5,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,32.00,s,speed=,58.19,MB/s,58673.1,iops size=,2210.9,MB,average=,69.09,MB/s,69660.1,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,33.00,s,speed=,58.21,MB/s,58689.4,iops size=,2269.1,MB,average=,68.76,MB/s,69327.6,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,34.00,s,speed=,58.05,MB/s,58530.6,iops size=,2327.2,MB,average=,68.45,MB/s,69010.1,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,35.00,s,speed=,57.75,MB/s,58228.9,iops size=,2384.9,MB,average=,68.14,MB/s,68702.1,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
now=,36.00,s,speed=,57.60,MB/s,58079.5,iops size=,2442.5,MB,average=,67.85,MB/s,68407.0,l0 flush:,0.000,MB/s,l0 l1 compaction:,0.000,MB/s
