now=,1.00,s,latency=,0.008,ms,t_curr_opnum=,130405,use time,1.00,s
now=,2.00,s,latency=,0.010,ms,t_curr_opnum=,228289,use time,1.00,s
now=,3.00,s,latency=,0.011,ms,t_curr_opnum=,317620,use time,1.00,s
now=,4.00,s,latency=,0.012,ms,t_curr_opnum=,401064,use time,1.00,s
now=,5.00,s,latency=,0.013,ms,t_curr_opnum=,480565,use time,1.00,s
now=,6.00,s,latency=,0.013,ms,t_curr_opnum=,556965,use time,1.00,s
now=,7.00,s,latency=,0.013,ms,t_curr_opnum=,631385,use time,1.00,s
now=,8.00,s,latency=,0.014,ms,t_curr_opnum=,704253,use time,1.00,s
now=,9.00,s,latency=,0.014,ms,t_curr_opnum=,775629,use time,1.00,s
now=,10.00,s,latency=,0.014,ms,t_curr_opnum=,845892,use time,1.00,s
now=,11.00,s,latency=,0.014,ms,t_curr_opnum=,915155,use time,1.00,s
now=,12.00,s,latency=,0.015,ms,t_curr_opnum=,983484,use time,1.00,s
now=,13.00,s,latency=,0.015,ms,t_curr_opnum=,1050756,use time,1.00,s
now=,14.00,s,latency=,0.015,ms,t_curr_opnum=,1117185,use time,1.00,s
now=,15.00,s,latency=,0.015,ms,t_curr_opnum=,1182946,use time,1.00,s
now=,16.00,s,latency=,0.015,ms,t_curr_opnum=,1248114,use time,1.00,s
now=,17.00,s,latency=,0.015,ms,t_curr_opnum=,1312656,use time,1.00,s
now=,18.00,s,latency=,0.016,ms,t_curr_opnum=,1376602,use time,1.00,s
now=,19.00,s,latency=,0.016,ms,t_curr_opnum=,1440216,use time,1.00,s
now=,20.00,s,latency=,0.016,ms,t_curr_opnum=,1503245,use time,1.00,s
now=,21.00,s,latency=,0.016,ms,t_curr_opnum=,1565696,use time,1.00,s
now=,22.00,s,latency=,0.016,ms,t_curr_opnum=,1627681,use time,1.00,s
now=,23.00,s,latency=,0.016,ms,t_curr_opnum=,1689349,use time,1.00,s
now=,24.00,s,latency=,0.016,ms,t_curr_opnum=,1750548,use time,1.00,s
now=,25.00,s,latency=,0.016,ms,t_curr_opnum=,1811452,use time,1.00,s
now=,26.00,s,latency=,0.017,ms,t_curr_opnum=,1872027,use time,1.00,s
now=,27.00,s,latency=,0.017,ms,t_curr_opnum=,1932360,use time,1.00,s
now=,28.00,s,latency=,0.017,ms,t_curr_opnum=,1992260,use time,1.00,s
now=,29.00,s,latency=,0.017,ms,t_curr_opnum=,2052032,use time,1.00,s
now=,30.00,s,latency=,0.017,ms,t_curr_opnum=,2111397,use time,1.00,s
now=,31.00,s,latency=,0.017,ms,t_curr_opnum=,2170469,use time,1.00,s
now=,32.00,s,latency=,0.017,ms,t_curr_opnum=,2229143,use time,1.00,s
now=,33.00,s,latency=,0.017,ms,t_curr_opnum=,2287834,use time,1.00,s
now=,34.00,s,latency=,0.017,ms,t_curr_opnum=,2346365,use time,1.00,s
now=,35.00,s,latency=,0.017,ms,t_curr_opnum=,2404595,use time,1.00,s
now=,36.00,s,latency=,0.017,ms,t_curr_opnum=,2462675,use time,1.00,s
now=,37.00,s,latency=,0.017,ms,t_curr_opnum=,2520407,use time,1.00,s
now=,38.00,s,latency=,0.017,ms,t_curr_opnum=,2577828,use time,1.00,s
now=,39.00,s,latency=,0.017,ms,t_curr_opnum=,2635124,use time,1.00,s
now=,40.00,s,latency=,0.018,ms,t_curr_opnum=,2692210,use time,1.00,s
now=,41.00,s,latency=,0.018,ms,t_curr_opnum=,2748915,use time,1.00,s
now=,42.00,s,latency=,0.018,ms,t_curr_opnum=,2805510,use time,1.00,s
now=,43.00,s,latency=,0.018,ms,t_curr_opnum=,2862065,use time,1.00,s
now=,44.00,s,latency=,0.018,ms,t_curr_opnum=,2918372,use time,1.00,s
now=,45.00,s,latency=,0.018,ms,t_curr_opnum=,2974516,use time,1.00,s
now=,46.00,s,latency=,0.018,ms,t_curr_opnum=,3030480,use time,1.00,s
now=,1.00,s,latency=,0.008,ms,t_curr_opnum=,131397,use time,1.00,s
now=,2.00,s,latency=,0.010,ms,t_curr_opnum=,226673,use time,1.00,s
now=,3.00,s,latency=,0.011,ms,t_curr_opnum=,316228,use time,1.00,s
now=,4.00,s,latency=,0.012,ms,t_curr_opnum=,399593,use time,1.00,s
now=,5.00,s,latency=,0.013,ms,t_curr_opnum=,479166,use time,1.00,s
now=,6.00,s,latency=,0.013,ms,t_curr_opnum=,555876,use time,1.00,s
now=,7.00,s,latency=,0.013,ms,t_curr_opnum=,630246,use time,1.00,s
now=,8.00,s,latency=,0.014,ms,t_curr_opnum=,702938,use time,1.00,s
now=,9.00,s,latency=,0.014,ms,t_curr_opnum=,774148,use time,1.00,s
now=,10.00,s,latency=,0.014,ms,t_curr_opnum=,844227,use time,1.00,s
now=,11.00,s,latency=,0.015,ms,t_curr_opnum=,913190,use time,1.00,s
now=,12.00,s,latency=,0.015,ms,t_curr_opnum=,981271,use time,1.00,s
now=,13.00,s,latency=,0.015,ms,t_curr_opnum=,1048577,use time,1.00,s
now=,14.00,s,latency=,0.015,ms,t_curr_opnum=,1114894,use time,1.00,s
now=,15.00,s,latency=,0.015,ms,t_curr_opnum=,1180143,use time,1.00,s
now=,16.00,s,latency=,0.015,ms,t_curr_opnum=,1245328,use time,1.00,s
now=,17.00,s,latency=,0.015,ms,t_curr_opnum=,1309958,use time,1.00,s
now=,18.00,s,latency=,0.016,ms,t_curr_opnum=,1373953,use time,1.00,s
now=,19.00,s,latency=,0.016,ms,t_curr_opnum=,1437380,use time,1.00,s
